DATE,CSUSHPISA,CONSSENT,CPI,POP,LABPARTRATE,LABCONS,WORKPOP,UNRATE,RECPROB,S&P500,PPILUMBWOOD,PPIIRONSTEEL,PCDISPINC,PERMIT,UNDCONSPI
01-04-2018,200.855,98.8,250.275,326563,62.9,7224,206240,4,0.120,2648.05,244.8,234.1,43880,871,129.5
01-05-2018,201.697,98,250.786,326699,62.9,7263,206468,3.8,0.460,2705.27,249.7,239,43995,860,130.6
01-06-2018,202.523,98.2,251.152,326847,63,7279,206627,4,0.160,2718.37,253,242.5,44107,859,130.7
01-07-2018,203.14,97.9,251.345,327005,63,7303,206637,3.8,0.140,2816.29,250.8,244.3,44241,878,130.2
01-08-2018,203.914,96.2,251.735,327167,62.7,7332,206665,3.8,0.140,2901.52,246.2,244.8,44349,829,130
01-09-2018,204.46,100.1,252.183,327328,62.7,7355,206625,3.7,0.320,2913.98,244.3,244.7,44295,850,131
01-10-2018,205.05,98.6,252.899,327477,62.8,7379,206560,3.8,0.420,2711.74,239.8,244.1,44362,840,131.9
01-11-2018,205.454,97.5,252.822,327607,62.9,7386,206511,3.8,0.460,2760.17,236.6,246.7,44414,841,132.3
01-12-2018,205.807,98.3,252.493,327722,63,7416,206672,3.9,0.540,2506.85,236.8,245.8,44914,821,132.4
01-01-2019,206.195,91.2,252.441,327824,63.1,7446,206448,4,1.440,2704.1,236.9,240.4,44885,805,133.4
01-02-2019,206.667,93.8,252.969,327921,63.1,7415,206412,3.8,1.680,2784.49,238.7,235.7,44956,812,134.2
01-03-2019,207.278,98.4,254.147,328025,63.1,7439,206289,3.8,1.180,2834.4,238.3,238.6,44913,825,134
01-04-2019,207.891,97.2,255.326,328140,62.9,7471,206292,3.7,1.360,2945.83,238.9,234,44731,802,133.1
01-05-2019,208.644,100,255.371,328267,62.9,7478,206606,3.7,0.880,2752.06,238.1,229.8,44700,833,133
01-06-2019,209.175,98.2,255.423,328404,62.9,7499,206623,3.6,0.680,2941.76,235.9,222.5,44721,842,133.3
01-07-2019,209.668,98.4,255.925,328561,63.1,7503,206376,3.6,0.540,2980.38,236.6,216.9,44752,852,134.2
01-08-2019,210.425,89.8,256.118,328730,63.2,7506,206292,3.7,0.440,2926.46,235.5,217.8,44954,895,134.8
01-09-2019,211.049,93.2,256.532,328897,63.1,7524,206149,3.5,1.020,2976.74,235.9,212.3,45023,894,135
01-10-2019,211.64,95.5,257.387,329054,63.2,7544,205940,3.6,1.080,3037.56,235.3,206.4,45043,924,135.5
01-11-2019,212.434,96.8,257.989,329191,63.2,7546,205854,3.6,0.360,3140.98,235.1,205.1,45220,940,135.3
01-12-2019,213.344,99.3,258.203,329314,63.3,7557,205863,3.6,0.500,3230.78,235.5,207.3,45076,938,136.3
01-01-2020,214.377,99.8,258.687,329423,63.4,7615,205687,3.5,0.320,3225.52,235.7,212.1,45463,980,136.4
01-02-2020,215.481,101,258.824,329527,63.3,7648,205554,3.5,0.180,2954.22,238,209.1,45729,1009,136.5
01-03-2020,216.712,89.1,257.989,329638,62.6,7557,205531,4.4,100.000,2584.59,241.5,210.6,45031,895,137.4
01-04-2020,217.412,71.8,256.192,329760,60.2,6535,206922,14.8,100.000,2912.43,236.5,204.7,52070,673,137.5
01-05-2020,217.8,72.3,255.942,329894,60.8,7004,207388,13.3,0.180,3044.31,237.7,203.5,49510,753,138.7
01-06-2020,218.419,78.1,257.282,330038,61.4,7171,205851,11.1,0.080,3100.29,243.3,203.5,48653,850,138
01-07-2020,219.91,72.5,258.604,330199,61.5,7197,205514,10.2,0.080,3271.12,250.5,200.9,48916,993,140.1
01-08-2020,222.767,74.1,259.511,330368,61.7,7223,205733,8.4,0.100,3500.31,265,200.4,47080,1055,141
01-09-2020,225.956,80.4,260.149,330535,61.4,7256,205998,7.8,0.120,3363,285.6,205.2,47327,1121,142
01-10-2020,229.438,81.8,260.462,330692,61.6,7329,205829,6.9,0.060,3269.96,279.2,207.4,47078,1141,141.8
01-11-2020,232.636,76.9,260.927,330829,61.5,7353,205923,6.7,0.380,3621.63,266.4,211.1,46449,1155,142.2
01-12-2020,235.56,80.7,261.56,330924,61.5,7400,205789,6.7,0.200,3756.07,274.7,230.7,46518,1233,143.2
